#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"seguir, ellos, pret. perfecto",seguir,kontynuować,to follow,ellos,pret_perfecto,han seguido,,False,
"seguir, yo, presente progresivo",seguir,kontynuować,to follow,yo,presente_progresivo,estoy s<em>i</em>guiendo,,True,
"seguir, tú, presente progresivo",seguir,kontynuować,to follow,tu,presente_progresivo,estás s<em>i</em>guiendo,,True,
"seguir, él, presente progresivo",seguir,kontynuować,to follow,el,presente_progresivo,está s<em>i</em>guiendo,,True,
"seguir, ns, presente progresivo",seguir,kontynuować,to follow,ns,presente_progresivo,estamos s<em>i</em>guiendo,,True,
"seguir, vs, presente progresivo",seguir,kontynuować,to follow,vs,presente_progresivo,estáis s<em>i</em>guiendo,,True,
"seguir, ellos, presente progresivo",seguir,kontynuować,to follow,ellos,presente_progresivo,están s<em>i</em>guiendo,,True,
"seguir, yo, pretérito imperfecto",seguir,kontynuować,to follow,yo,pret_imperfecto,seguía,,False,
"seguir, tú, pretérito imperfecto",seguir,kontynuować,to follow,tu,pret_imperfecto,seguías,,False,
"seguir, él, pretérito imperfecto",seguir,kontynuować,to follow,el,pret_imperfecto,seguía,,False,
"seguir, ns, pretérito imperfecto",seguir,kontynuować,to follow,ns,pret_imperfecto,seguíamos,,False,
"seguir, vs, pretérito imperfecto",seguir,kontynuować,to follow,vs,pret_imperfecto,seguíais,,False,
"seguir, ellos, pretérito imperfecto",seguir,kontynuować,to follow,ellos,pret_imperfecto,seguían,,False,
"seguir, tú, imperativo",seguir,kontynuować,to follow,tu,imperativo,s<em>i</em>gue,,True,
"seguir, usted, imperativo",seguir,kontynuować,to follow,ud,imperativo,s<em>ig</em>a,,True,
"seguir, ns, imperativo",seguir,kontynuować,to follow,ns,imperativo,s<em>ig</em>amos,,True,
"seguir, vs, imperativo",seguir,kontynuować,to follow,vs,imperativo,seguid,,False,
"seguir, ustedes, imperativo",seguir,kontynuować,to follow,uds,imperativo,s<em>ig</em>an,,True,
"sentir, yo, presente",sentir,czuć,to feel,yo,presente,s<em>i</em>ento,czuję,True,
"sentir, tú, presente",sentir,czuć,to feel,tu,presente,s<em>i</em>entes,czujesz,True,
"sentir, él, presente",sentir,czuć,to feel,el,presente,s<em>i</em>ente,czuje,True,
"sentir, ns, presente",sentir,czuć,to feel,ns,presente,sentimos,czujemy,False,
"sentir, vs, presente",sentir,czuć,to feel,vs,presente,sentís,czujecie,False,
"sentir, ellos, presente",sentir,czuć,to feel,ellos,presente,s<em>i</em>enten,czują,True,
"sentir, yo, pret. indefinido",sentir,czuć,to feel,yo,pret_indefinido,sentí,czułem,False,
"sentir, tú, pret. indefinido",sentir,czuć,to feel,tu,pret_indefinido,sentiste,czułeś,False,
"sentir, él, pret. indefinido",sentir,czuć,to feel,el,pret_indefinido,s<em>i</em>ntió,czuł,True,
"sentir, ns, pret. indefinido",sentir,czuć,to feel,ns,pret_indefinido,sentimos,czuliśmy,False,
"sentir, vs, pret. indefinido",sentir,czuć,to feel,vs,pret_indefinido,sentisteis,czuliście,False,
"sentir, ellos, pret. indefinido",sentir,czuć,to feel,ellos,pret_indefinido,s<em>i</em>ntieron,czuli,True,
"sentir, yo, pret. perfecto",sentir,czuć,to feel,yo,pret_perfecto,he sentido,,False,
"sentir, tú, pret. perfecto",sentir,czuć,to feel,tu,pret_perfecto,has sentido,,False,
"sentir, él, pret. perfecto",sentir,czuć,to feel,el,pret_perfecto,ha sentido,,False,
"sentir, ns, pret. perfecto",sentir,czuć,to feel,ns,pret_perfecto,hemos sentido,,False,
"sentir, vs, pret. perfecto",sentir,czuć,to feel,vs,pret_perfecto,habéis sentido,,False,
"sentir, ellos, pret. perfecto",sentir,czuć,to feel,ellos,pret_perfecto,han sentido,,False,
"sentir, yo, presente progresivo",sentir,czuć,to feel,yo,presente_progresivo,estoy s<em>i</em>ntiendo,,True,
"sentir, tú, presente progresivo",sentir,czuć,to feel,tu,presente_progresivo,estás s<em>i</em>ntiendo,,True,
"sentir, él, presente progresivo",sentir,czuć,to feel,el,presente_progresivo,está s<em>i</em>ntiendo,,True,
"sentir, ns, presente progresivo",sentir,czuć,to feel,ns,presente_progresivo,estamos s<em>i</em>ntiendo,,True,
"sentir, vs, presente progresivo",sentir,czuć,to feel,vs,presente_progresivo,estáis s<em>i</em>ntiendo,,True,
"sentir, ellos, presente progresivo",sentir,czuć,to feel,ellos,presente_progresivo,están s<em>i</em>ntiendo,,True,
"sentir, yo, pretérito imperfecto",sentir,czuć,to feel,yo,pret_imperfecto,sentía,,False,
"sentir, tú, pretérito imperfecto",sentir,czuć,to feel,tu,pret_imperfecto,sentías,,False,
"sentir, él, pretérito imperfecto",sentir,czuć,to feel,el,pret_imperfecto,sentía,,False,
"sentir, ns, pretérito imperfecto",sentir,czuć,to feel,ns,pret_imperfecto,sentíamos,,False,
"sentir, vs, pretérito imperfecto",sentir,czuć,to feel,vs,pret_imperfecto,sentíais,,False,
"sentir, ellos, pretérito imperfecto",sentir,czuć,to feel,ellos,pret_imperfecto,sentían,,False,
"sentir, tú, imperativo",sentir,czuć,to feel,tu,imperativo,s<em>i</em>ente,,True,
"sentir, usted, imperativo",sentir,czuć,to feel,ud,imperativo,s<em>i</em>enta,,True,
"sentir, ns, imperativo",sentir,czuć,to feel,ns,imperativo,s<em>i</em>ntamos,,True,
"sentir, vs, imperativo",sentir,czuć,to feel,vs,imperativo,sentid,,False,
"sentir, ustedes, imperativo",sentir,czuć,to feel,uds,imperativo,s<em>i</em>entan,,True,
"ser, yo, presente",ser,być,to be,yo,presente,so<em>y</em>,jestem,True,ser
"ser, tú, presente",ser,być,to be,tu,presente,<em>er</em>es,jesteś,True,ser
"ser, él, presente",ser,być,to be,el,presente,<em>es</em>,jest,True,ser
"ser, ns, presente",ser,być,to be,ns,presente,s<em>o</em>mos,jestmy,True,ser
"ser, vs, presente",ser,być,to be,vs,presente,s<em>o</em>is,jestcie,True,ser
"ser, ellos, presente",ser,być,to be,ellos,presente,s<em>o</em>n,są,True,ser
"ser, yo, pret. indefinido",ser,być,to be,yo,pret_indefinido,<em>fui</em>,byłem,True,ser
"ser, tú, pret. indefinido",ser,być,to be,tu,pret_indefinido,<em>fu</em>iste,byłeś,True,ser
"ser, él, pret. indefinido",ser,być,to be,el,pret_indefinido,<em>fue</em>,był,True,ser
"ser, ns, pret. indefinido",ser,być,to be,ns,pret_indefinido,<em>fu</em>imos,byliśmy,True,ser
"ser, vs, pret. indefinido",ser,być,to be,vs,pret_indefinido,<em>fu</em>isteis,byliście,True,ser
"ser, ellos, pret. indefinido",ser,być,to be,ellos,pret_indefinido,<em>fu</em>eron,byli,True,ser
"ser, yo, pret. perfecto",ser,być,to be,yo,pret_perfecto,he sido,,False,ser
"ser, tú, pret. perfecto",ser,być,to be,tu,pret_perfecto,has sido,,False,ser
"ser, él, pret. perfecto",ser,być,to be,el,pret_perfecto,ha sido,,False,ser
"ser, ns, pret. perfecto",ser,być,to be,ns,pret_perfecto,hemos sido,,False,ser
"ser, vs, pret. perfecto",ser,być,to be,vs,pret_perfecto,habéis sido,,False,ser
"ser, ellos, pret. perfecto",ser,być,to be,ellos,pret_perfecto,han sido,,False,ser
"ser, yo, presente progresivo",ser,być,to be,yo,presente_progresivo,estoy siendo,,False,ser
"ser, tú, presente progresivo",ser,być,to be,tu,presente_progresivo,estás siendo,,False,ser
"ser, él, presente progresivo",ser,być,to be,el,presente_progresivo,está siendo,,False,ser
"ser, ns, presente progresivo",ser,być,to be,ns,presente_progresivo,estamos siendo,,False,ser
"ser, vs, presente progresivo",ser,być,to be,vs,presente_progresivo,estáis siendo,,False,ser
"ser, ellos, presente progresivo",ser,być,to be,ellos,presente_progresivo,están siendo,,False,ser
"ser, yo, pretérito imperfecto",ser,być,to be,yo,pret_imperfecto,<em>er</em>a,,True,ser
"ser, tú, pretérito imperfecto",ser,być,to be,tu,pret_imperfecto,<em>er</em>as,,True,ser
"ser, él, pretérito imperfecto",ser,być,to be,el,pret_imperfecto,<em>er</em>a,,True,ser
"ser, ns, pretérito imperfecto",ser,być,to be,ns,pret_imperfecto,<em>ér</em>amos,,True,ser
"ser, vs, pretérito imperfecto",ser,być,to be,vs,pret_imperfecto,<em>er</em>ais,,True,ser
"ser, ellos, pretérito imperfecto",ser,być,to be,ellos,pret_imperfecto,<em>er</em>an,,True,ser
"ser, tú, imperativo",ser,być,to be,tu,imperativo,s<em>é</em>,,True,ser
"ser, usted, imperativo",ser,być,to be,ud,imperativo,s<em>e</em>a,,True,ser
"ser, ns, imperativo",ser,być,to be,ns,imperativo,s<em>e</em>amos,,True,ser
"ser, vs, imperativo",ser,być,to be,vs,imperativo,sed,,False,ser
"ser, ustedes, imperativo",ser,być,to be,uds,imperativo,s<em>e</em>an,,True,ser
"soler, yo, presente",soler,mieć w zwyczaju,to use to,yo,presente,s<em>ue</em>lo,,True,
"soler, tú, presente",soler,mieć w zwyczaju,to use to,tu,presente,s<em>ue</em>les,,True,
"soler, él, presente",soler,mieć w zwyczaju,to use to,el,presente,s<em>ue</em>le,,True,
"soler, ns, presente",soler,mieć w zwyczaju,to use to,ns,presente,solemos,,False,
"soler, vs, presente",soler,mieć w zwyczaju,to use to,vs,presente,soléis,,False,
"soler, ellos, presente",soler,mieć w zwyczaju,to use to,ellos,presente,s<em>ue</em>len,,True,
"soler, yo, pret. indefinido",soler,mieć w zwyczaju,to use to,yo,pret_indefinido,solí,,False,
"soler, tú, pret. indefinido",soler,mieć w zwyczaju,to use to,tu,pret_indefinido,soliste,,False,
"soler, él, pret. indefinido",soler,mieć w zwyczaju,to use to,el,pret_indefinido,solió,,False,
"soler, ns, pret. indefinido",soler,mieć w zwyczaju,to use to,ns,pret_indefinido,solimos,,False,
"soler, vs, pret. indefinido",soler,mieć w zwyczaju,to use to,vs,pret_indefinido,solisteis,,False,
"soler, ellos, pret. indefinido",soler,mieć w zwyczaju,to use to,ellos,pret_indefinido,solieron,,False,
"soler, yo, pret. perfecto",soler,mieć w zwyczaju,to use to,yo,pret_perfecto,he solido,,False,
"soler, tú, pret. perfecto",soler,mieć w zwyczaju,to use to,tu,pret_perfecto,has solido,,False,
"soler, él, pret. perfecto",soler,mieć w zwyczaju,to use to,el,pret_perfecto,ha solido,,False,
"soler, ns, pret. perfecto",soler,mieć w zwyczaju,to use to,ns,pret_perfecto,hemos solido,,False,
"soler, vs, pret. perfecto",soler,mieć w zwyczaju,to use to,vs,pret_perfecto,habéis solido,,False,
"soler, ellos, pret. perfecto",soler,mieć w zwyczaju,to use to,ellos,pret_perfecto,han solido,,False,
"soler, yo, presente progresivo",soler,mieć w zwyczaju,to use to,yo,presente_progresivo,estoy soliendo,,False,
"soler, tú, presente progresivo",soler,mieć w zwyczaju,to use to,tu,presente_progresivo,estás soliendo,,False,
"soler, él, presente progresivo",soler,mieć w zwyczaju,to use to,el,presente_progresivo,está soliendo,,False,
"soler, ns, presente progresivo",soler,mieć w zwyczaju,to use to,ns,presente_progresivo,estamos soliendo,,False,
"soler, vs, presente progresivo",soler,mieć w zwyczaju,to use to,vs,presente_progresivo,estáis soliendo,,False,
"soler, ellos, presente progresivo",soler,mieć w zwyczaju,to use to,ellos,presente_progresivo,están soliendo,,False,
"soler, yo, pretérito imperfecto",soler,mieć w zwyczaju,to use to,yo,pret_imperfecto,solía,,False,
"soler, tú, pretérito imperfecto",soler,mieć w zwyczaju,to use to,tu,pret_imperfecto,solías,,False,
"soler, él, pretérito imperfecto",soler,mieć w zwyczaju,to use to,el,pret_imperfecto,solía,,False,
"soler, ns, pretérito imperfecto",soler,mieć w zwyczaju,to use to,ns,pret_imperfecto,solíamos,,False,
"soler, vs, pretérito imperfecto",soler,mieć w zwyczaju,to use to,vs,pret_imperfecto,solíais,,False,
"soler, ellos, pretérito imperfecto",soler,mieć w zwyczaju,to use to,ellos,pret_imperfecto,solían,,False,
"soler, tú, imperativo",soler,mieć w zwyczaju,to use to,tu,imperativo,s<em>ue</em>le,,True,
"soler, usted, imperativo",soler,mieć w zwyczaju,to use to,ud,imperativo,s<em>ue</em>la,,True,
"soler, ns, imperativo",soler,mieć w zwyczaju,to use to,ns,imperativo,solamos,,False,
"soler, vs, imperativo",soler,mieć w zwyczaju,to use to,vs,imperativo,soled,,False,
"soler, ustedes, imperativo",soler,mieć w zwyczaju,to use to,uds,imperativo,s<em>ue</em>lan,,True,
"suponer, yo, presente",suponer,przypuszczać,to suppose,yo,presente,supon<em>g</em>o,,True,
"suponer, tú, presente",suponer,przypuszczać,to suppose,tu,presente,supones,,False,
"suponer, él, presente",suponer,przypuszczać,to suppose,el,presente,supone,,False,
"suponer, ns, presente",suponer,przypuszczać,to suppose,ns,presente,suponemos,,False,
"suponer, vs, presente",suponer,przypuszczać,to suppose,vs,presente,suponéis,,False,
"suponer, ellos, presente",suponer,przypuszczać,to suppose,ellos,presente,suponen,,False,
"suponer, yo, pret. indefinido",suponer,przypuszczać,to suppose,yo,pret_indefinido,sup<em>use</em>,,True,
"suponer, tú, pret. indefinido",suponer,przypuszczać,to suppose,tu,pret_indefinido,sup<em>us</em>iste,,True,
"suponer, él, pret. indefinido",suponer,przypuszczać,to suppose,el,pret_indefinido,sup<em>uso</em>,,True,
"suponer, ns, pret. indefinido",suponer,przypuszczać,to suppose,ns,pret_indefinido,sup<em>us</em>imos,,True,
"suponer, vs, pret. indefinido",suponer,przypuszczać,to suppose,vs,pret_indefinido,sup<em>us</em>isteis,,True,
"suponer, ellos, pret. indefinido",suponer,przypuszczać,to suppose,ellos,pret_indefinido,sup<em>us</em>ieron,,True,
"suponer, yo, pret. perfecto",suponer,przypuszczać,to suppose,yo,pret_perfecto,he sup<em>uest</em>o,,True,
"suponer, tú, pret. perfecto",suponer,przypuszczać,to suppose,tu,pret_perfecto,has sup<em>uest</em>o,,True,
"suponer, él, pret. perfecto",suponer,przypuszczać,to suppose,el,pret_perfecto,ha sup<em>uest</em>o,,True,
"suponer, ns, pret. perfecto",suponer,przypuszczać,to suppose,ns,pret_perfecto,hemos sup<em>uest</em>o,,True,
"suponer, vs, pret. perfecto",suponer,przypuszczać,to suppose,vs,pret_perfecto,habéis sup<em>uest</em>o,,True,
"suponer, ellos, pret. perfecto",suponer,przypuszczać,to suppose,ellos,pret_perfecto,han sup<em>uest</em>o,,True,
"suponer, yo, presente progresivo",suponer,przypuszczać,to suppose,yo,presente_progresivo,estoy suponiendo,,False,
"suponer, tú, presente progresivo",suponer,przypuszczać,to suppose,tu,presente_progresivo,estás suponiendo,,False,
"suponer, él, presente progresivo",suponer,przypuszczać,to suppose,el,presente_progresivo,está suponiendo,,False,
"suponer, ns, presente progresivo",suponer,przypuszczać,to suppose,ns,presente_progresivo,estamos suponiendo,,False,
"suponer, vs, presente progresivo",suponer,przypuszczać,to suppose,vs,presente_progresivo,estáis suponiendo,,False,
"suponer, ellos, presente progresivo",suponer,przypuszczać,to suppose,ellos,presente_progresivo,están suponiendo,,False,
"suponer, yo, pretérito imperfecto",suponer,przypuszczać,to suppose,yo,pret_imperfecto,suponía,,False,
"suponer, tú, pretérito imperfecto",suponer,przypuszczać,to suppose,tu,pret_imperfecto,suponías,,False,
"suponer, él, pretérito imperfecto",suponer,przypuszczać,to suppose,el,pret_imperfecto,suponía,,False,
"suponer, ns, pretérito imperfecto",suponer,przypuszczać,to suppose,ns,pret_imperfecto,suponíamos,,False,
"suponer, vs, pretérito imperfecto",suponer,przypuszczać,to suppose,vs,pret_imperfecto,suponíais,,False,
"suponer, ellos, pretérito imperfecto",suponer,przypuszczać,to suppose,ellos,pret_imperfecto,suponían,,False,
"suponer, tú, imperativo",suponer,przypuszczać,to suppose,tu,imperativo,sup<em>ón</em>,,True,
"suponer, usted, imperativo",suponer,przypuszczać,to suppose,ud,imperativo,supon<em>g</em>a,,True,
"suponer, ns, imperativo",suponer,przypuszczać,to suppose,ns,imperativo,supon<em>g</em>amos,,True,
"suponer, vs, imperativo",suponer,przypuszczać,to suppose,vs,imperativo,suponed,,False,
"suponer, ustedes, imperativo",suponer,przypuszczać,to suppose,uds,imperativo,supon<em>g</em>an,,True,
"tener, yo, presente",tener,mieć,to have,yo,presente,ten<em>g</em>o,mam,True,
"tener, tú, presente",tener,mieć,to have,tu,presente,t<em>i</em>enes,masz,True,
"tener, él, presente",tener,mieć,to have,el,presente,t<em>i</em>ene,ma,True,
"tener, ns, presente",tener,mieć,to have,ns,presente,tenemos,mamy,False,
"tener, vs, presente",tener,mieć,to have,vs,presente,tenéis,macie,False,
"tener, ellos, presente",tener,mieć,to have,ellos,presente,t<em>i</em>enen,mją,True,
"tener, yo, pret. indefinido",tener,mieć,to have,yo,pret_indefinido,t<em>uve</em>,miałem,True,
"tener, tú, pret. indefinido",tener,mieć,to have,tu,pret_indefinido,t<em>uv</em>iste,miałeś,True,
"tener, él, pret. indefinido",tener,mieć,to have,el,pret_indefinido,t<em>uvo</em>,miał,True,
"tener, ns, pret. indefinido",tener,mieć,to have,ns,pret_indefinido,t<em>uv</em>imos,mieliśmy,True,
"tener, vs, pret. indefinido",tener,mieć,to have,vs,pret_indefinido,t<em>uv</em>isteis,mieliście,True,
"tener, ellos, pret. indefinido",tener,mieć,to have,ellos,pret_indefinido,t<em>uv</em>ieron,mieli,True,
"tener, yo, pret. perfecto",tener,mieć,to have,yo,pret_perfecto,he tenido,,False,
"tener, tú, pret. perfecto",tener,mieć,to have,tu,pret_perfecto,has tenido,,False,
"tener, él, pret. perfecto",tener,mieć,to have,el,pret_perfecto,ha tenido,,False,
"tener, ns, pret. perfecto",tener,mieć,to have,ns,pret_perfecto,hemos tenido,,False,
"tener, vs, pret. perfecto",tener,mieć,to have,vs,pret_perfecto,habéis tenido,,False,
"tener, ellos, pret. perfecto",tener,mieć,to have,ellos,pret_perfecto,han tenido,,False,
"tener, yo, presente progresivo",tener,mieć,to have,yo,presente_progresivo,estoy teniendo,,False,
"tener, tú, presente progresivo",tener,mieć,to have,tu,presente_progresivo,estás teniendo,,False,
"tener, él, presente progresivo",tener,mieć,to have,el,presente_progresivo,está teniendo,,False,
"tener, ns, presente progresivo",tener,mieć,to have,ns,presente_progresivo,estamos teniendo,,False,
"tener, vs, presente progresivo",tener,mieć,to have,vs,presente_progresivo,estáis teniendo,,False,
"tener, ellos, presente progresivo",tener,mieć,to have,ellos,presente_progresivo,están teniendo,,False,
"tener, yo, pretérito imperfecto",tener,mieć,to have,yo,pret_imperfecto,tenía,,False,
"tener, tú, pretérito imperfecto",tener,mieć,to have,tu,pret_imperfecto,tenías,,False,
"tener, él, pretérito imperfecto",tener,mieć,to have,el,pret_imperfecto,tenía,,False,
"tener, ns, pretérito imperfecto",tener,mieć,to have,ns,pret_imperfecto,teníamos,,False,
"tener, vs, pretérito imperfecto",tener,mieć,to have,vs,pret_imperfecto,teníais,,False,
"tener, ellos, pretérito imperfecto",tener,mieć,to have,ellos,pret_imperfecto,tenían,,False,
"tener, tú, imperativo",tener,mieć,to have,tu,imperativo,te<em>n</em>,,True,
"tener, usted, imperativo",tener,mieć,to have,ud,imperativo,ten<em>g</em>a,,True,
"tener, ns, imperativo",tener,mieć,to have,ns,imperativo,ten<em>g</em>amos,,True,
"tener, vs, imperativo",tener,mieć,to have,vs,imperativo,tened,,False,
"tener, ustedes, imperativo",tener,mieć,to have,uds,imperativo,ten<em>g</em>an,,True,
"traducir, yo, presente",traducir,tłumaczyć,to translate,yo,presente,tradu<em>z</em>co,,True,
"traducir, tú, presente",traducir,tłumaczyć,to translate,tu,presente,traduces,,False,
"traducir, él, presente",traducir,tłumaczyć,to translate,el,presente,traduce,,False,
"traducir, ns, presente",traducir,tłumaczyć,to translate,ns,presente,traducimos,,False,
"traducir, vs, presente",traducir,tłumaczyć,to translate,vs,presente,traducís,,False,
"traducir, ellos, presente",traducir,tłumaczyć,to translate,ellos,presente,traducen,,False,
"traducir, yo, pret. indefinido",traducir,tłumaczyć,to translate,yo,pret_indefinido,tradu<em>je</em>,,True,
"traducir, tú, pret. indefinido",traducir,tłumaczyć,to translate,tu,pret_indefinido,tradu<em>j</em>iste,,True,
"traducir, él, pret. indefinido",traducir,tłumaczyć,to translate,el,pret_indefinido,tradu<em>jo</em>,,True,
"traducir, ns, pret. indefinido",traducir,tłumaczyć,to translate,ns,pret_indefinido,tradu<em>j</em>imos,,True,
"traducir, vs, pret. indefinido",traducir,tłumaczyć,to translate,vs,pret_indefinido,tradu<em>j</em>isteis,,True,
"traducir, ellos, pret. indefinido",traducir,tłumaczyć,to translate,ellos,pret_indefinido,tradu<em>j</em>eron,,True,
"traducir, yo, pret. perfecto",traducir,tłumaczyć,to translate,yo,pret_perfecto,he traducido,,False,
"traducir, tú, pret. perfecto",traducir,tłumaczyć,to translate,tu,pret_perfecto,has traducido,,False,
"traducir, él, pret. perfecto",traducir,tłumaczyć,to translate,el,pret_perfecto,ha traducido,,False,
"traducir, ns, pret. perfecto",traducir,tłumaczyć,to translate,ns,pret_perfecto,hemos traducido,,False,
"traducir, vs, pret. perfecto",traducir,tłumaczyć,to translate,vs,pret_perfecto,habéis traducido,,False,
"traducir, ellos, pret. perfecto",traducir,tłumaczyć,to translate,ellos,pret_perfecto,han traducido,,False,
"traducir, yo, presente progresivo",traducir,tłumaczyć,to translate,yo,presente_progresivo,estoy traduciendo,,False,
"traducir, tú, presente progresivo",traducir,tłumaczyć,to translate,tu,presente_progresivo,estás traduciendo,,False,
"traducir, él, presente progresivo",traducir,tłumaczyć,to translate,el,presente_progresivo,está traduciendo,,False,
"traducir, ns, presente progresivo",traducir,tłumaczyć,to translate,ns,presente_progresivo,estamos traduciendo,,False,
"traducir, vs, presente progresivo",traducir,tłumaczyć,to translate,vs,presente_progresivo,estáis traduciendo,,False,
"traducir, ellos, presente progresivo",traducir,tłumaczyć,to translate,ellos,presente_progresivo,están traduciendo,,False,
"traducir, yo, pretérito imperfecto",traducir,tłumaczyć,to translate,yo,pret_imperfecto,traducía,,False,
"traducir, tú, pretérito imperfecto",traducir,tłumaczyć,to translate,tu,pret_imperfecto,traducías,,False,
"traducir, él, pretérito imperfecto",traducir,tłumaczyć,to translate,el,pret_imperfecto,traducía,,False,
"traducir, ns, pretérito imperfecto",traducir,tłumaczyć,to translate,ns,pret_imperfecto,traducíamos,,False,
"traducir, vs, pretérito imperfecto",traducir,tłumaczyć,to translate,vs,pret_imperfecto,traducíais,,False,
"traducir, ellos, pretérito imperfecto",traducir,tłumaczyć,to translate,ellos,pret_imperfecto,traducían,,False,
"traducir, tú, imperativo",traducir,tłumaczyć,to translate,tu,imperativo,traduce,,False,
"traducir, usted, imperativo",traducir,tłumaczyć,to translate,ud,imperativo,tradu<em>z</em>ca,,True,
"traducir, ns, imperativo",traducir,tłumaczyć,to translate,ns,imperativo,tradu<em>z</em>camos,,True,
"traducir, vs, imperativo",traducir,tłumaczyć,to translate,vs,imperativo,traducid,,False,
"traducir, ustedes, imperativo",traducir,tłumaczyć,to translate,uds,imperativo,tradu<em>z</em>can,,True,
"traer, yo, presente",traer,przynieść,to bring,yo,presente,tra<em>ig</em>o,,True,
"traer, tú, presente",traer,przynieść,to bring,tu,presente,traes,,False,
"traer, él, presente",traer,przynieść,to bring,el,presente,trae,,False,
"traer, ns, presente",traer,przynieść,to bring,ns,presente,traemos,,False,
"traer, vs, presente",traer,przynieść,to bring,vs,presente,traéis,,False,
"traer, ellos, presente",traer,przynieść,to bring,ellos,presente,traen,,False,
"traer, yo, pret. indefinido",traer,przynieść,to bring,yo,pret_indefinido,tra<em>je</em>,,True,
"traer, tú, pret. indefinido",traer,przynieść,to bring,tu,pret_indefinido,tra<em>j</em>iste,,True,
"traer, él, pret. indefinido",traer,przynieść,to bring,el,pret_indefinido,tra<em>jo</em>,,True,
"traer, ns, pret. indefinido",traer,przynieść,to bring,ns,pret_indefinido,tra<em>j</em>imos,,True,
"traer, vs, pret. indefinido",traer,przynieść,to bring,vs,pret_indefinido,tra<em>j</em>isteis,,True,
"traer, ellos, pret. indefinido",traer,przynieść,to bring,ellos,pret_indefinido,tra<em>j</em>eron,,True,
"traer, yo, pret. perfecto",traer,przynieść,to bring,yo,pret_perfecto,he tra<em>í</em>do,,True,
"traer, tú, pret. perfecto",traer,przynieść,to bring,tu,pret_perfecto,has tra<em>í</em>do,,True,
"traer, él, pret. perfecto",traer,przynieść,to bring,el,pret_perfecto,ha tra<em>í</em>do,,True,
"traer, ns, pret. perfecto",traer,przynieść,to bring,ns,pret_perfecto,hemos tra<em>í</em>do,,True,
"traer, vs, pret. perfecto",traer,przynieść,to bring,vs,pret_perfecto,habéis tra<em>í</em>do,,True,
"traer, ellos, pret. perfecto",traer,przynieść,to bring,ellos,pret_perfecto,han tra<em>í</em>do,,True,
"traer, yo, presente progresivo",traer,przynieść,to bring,yo,presente_progresivo,estoy tra<em>y</em>endo,,True,
"traer, tú, presente progresivo",traer,przynieść,to bring,tu,presente_progresivo,estás tra<em>y</em>endo,,True,
"traer, él, presente progresivo",traer,przynieść,to bring,el,presente_progresivo,está tra<em>y</em>endo,,True,
"traer, ns, presente progresivo",traer,przynieść,to bring,ns,presente_progresivo,estamos tra<em>y</em>endo,,True,
"traer, vs, presente progresivo",traer,przynieść,to bring,vs,presente_progresivo,estáis tra<em>y</em>endo,,True,
"traer, ellos, presente progresivo",traer,przynieść,to bring,ellos,presente_progresivo,están tra<em>y</em>endo,,True,
"traer, yo, pretérito imperfecto",traer,przynieść,to bring,yo,pret_imperfecto,traía,,False,
"traer, tú, pretérito imperfecto",traer,przynieść,to bring,tu,pret_imperfecto,traías,,False,
"traer, él, pretérito imperfecto",traer,przynieść,to bring,el,pret_imperfecto,traía,,False,
"traer, ns, pretérito imperfecto",traer,przynieść,to bring,ns,pret_imperfecto,traíamos,,False,
"traer, vs, pretérito imperfecto",traer,przynieść,to bring,vs,pret_imperfecto,traíais,,False,
"traer, ellos, pretérito imperfecto",traer,przynieść,to bring,ellos,pret_imperfecto,traían,,False,
"traer, tú, imperativo",traer,przynieść,to bring,tu,imperativo,trae,,False,
"traer, usted, imperativo",traer,przynieść,to bring,ud,imperativo,tra<em>ig</em>a,,True,
"traer, ns, imperativo",traer,przynieść,to bring,ns,imperativo,tra<em>ig</em>amos,,True,
"traer, vs, imperativo",traer,przynieść,to bring,vs,imperativo,traed,,False,
"traer, ustedes, imperativo",traer,przynieść,to bring,uds,imperativo,tra<em>ig</em>an,,True,
"tratar, yo, presente",tratar,próbować,to treat,yo,presente,trato,,False,
"tratar, tú, presente",tratar,próbować,to treat,tu,presente,tratas,,False,
"tratar, él, presente",tratar,próbować,to treat,el,presente,trata,,False,
"tratar, ns, presente",tratar,próbować,to treat,ns,presente,tratamos,,False,
"tratar, vs, presente",tratar,próbować,to treat,vs,presente,tratáis,,False,
"tratar, ellos, presente",tratar,próbować,to treat,ellos,presente,tratan,,False,
"tratar, yo, pret. indefinido",tratar,próbować,to treat,yo,pret_indefinido,traté,,False,
"tratar, tú, pret. indefinido",tratar,próbować,to treat,tu,pret_indefinido,trataste,,False,
"tratar, él, pret. indefinido",tratar,próbować,to treat,el,pret_indefinido,trató,,False,
"tratar, ns, pret. indefinido",tratar,próbować,to treat,ns,pret_indefinido,tratamos,,False,
"tratar, vs, pret. indefinido",tratar,próbować,to treat,vs,pret_indefinido,tratasteis,,False,
"tratar, ellos, pret. indefinido",tratar,próbować,to treat,ellos,pret_indefinido,trataron,,False,
"tratar, yo, pret. perfecto",tratar,próbować,to treat,yo,pret_perfecto,he tratado,,False,
"tratar, tú, pret. perfecto",tratar,próbować,to treat,tu,pret_perfecto,has tratado,,False,
